k,m,n,fout_hz,fvco_hz,vco_duty,logic_delay_ps,rise_fall_skew_ps,setup_min_ps,hold_min_ps,setup_violations,hold_violations,timing_valid,divider_raw_tie_fs,retimed_raw_tie_fs,retimer_added_raw_tie_fs,common_timing_gain,mean_output_duty_percent
37,4,148,888000000,3552000000,0.5,50,4,60.242040833250584,450.1663639640873,0,0,True,3012.2787310335966,151.8191021803403,57.3883980995448,0.9952179391182686,50.355142242570516
37,4,148,888000000,3552000000,0.4,110,0,-27.91111220095267,538.3195185610664,16384,0,False,3012.278731034364,,,,
38,4,152,912000000,3648000000,0.4,50,0,28.135371195898497,466.9805659587934,0,0,True,3010.1309463329994,153.56021849432926,58.54761961344186,0.9992773938525874,50.00004757380291
38,4,152,912000000,3648000000,0.5,50,0,55.54764744247572,439.5682914532924,0,0,True,3010.1309463329994,153.56026686532573,58.54761961024155,0.9992774280044008,50.00004757380276
38,4,152,912000000,3648000000,0.6,50,0,82.95992368905294,412.15601694948543,0,0,True,3010.1309463329994,153.56031525323482,58.54761960989979,0.9992774621623783,50.000047573802654
38,4,152,912000000,3648000000,0.5,50,4,55.54764744247572,439.5682914532924,0,0,True,3010.1309463329994,153.5602668290943,58.54761961423291,0.9992774277171461,50.36484758302474
38,4,152,912000000,3648000000,0.4,110,0,-31.864628804063656,526.9805659579085,16384,0,False,3010.1309463303596,,,,
39,4,156,936000000,3744000000,0.4,50,0,25.25456616216187,455.75656285838363,0,0,True,2999.6601849447575,154.5948457756235,57.944444400585134,0.9978864202993858,50.00007024442179
39,4,156,936000000,3744000000,0.5,50,0,51.96396612096251,429.0471579538635,0,0,True,2999.6601849447575,154.59480915218404,57.94444440201531,0.9978862348514572,50.00007024442233
39,4,156,936000000,3744000000,0.6,50,0,78.67336607976314,402.3377530495551,0,0,True,2999.6601849447575,154.59477253653267,57.94444439999703,0.9978860494053786,50.00007024442197
39,4,156,936000000,3744000000,0.5,50,4,51.96396612096251,429.0471579538635,0,0,True,2999.6601849447575,154.5948091091297,57.94444439845333,0.9978862345388136,50.374470247564
39,4,156,936000000,3744000000,0.4,110,0,-34.74543383801204,515.7565628583459,16384,0,False,2999.660184947891,,,,
40,4,160,960000000,3840000000,0.4,50,0,22.548236132215994,445.8000893441916,0,0,True,2984.3370308228264,156.2999123014426,57.70146407044553,0.9987627010897471,49.99998174892193
40,4,160,960000000,3840000000,0.5,50,0,48.58990471471653,419.75842529352906,0,0,True,2984.3370308228264,156.29989746629798,57.70146407451726,0.9987627134203043,49.99998174892179
40,4,160,960000000,3840000000,0.6,50,0,74.63157329721707,393.71676124329,0,0,True,2984.3370308228264,156.29988262779486,57.7014640724121,0.9987627257217487,49.9999817489223
40,4,160,960000000,3840000000,0.5,50,4,48.58990471471653,419.75842529352906,0,0,True,2984.3370308228264,156.2998974238356,57.70146407493181,0.9987627131054114,50.3839817474514
40,4,160,960000000,3840000000,0.4,110,0,-37.45176386774616,505.8000893443655,16384,0,False,2984.3370308190674,,,,
